Classifier,Featurelist,CV_Score,PublicAMS,PrivateAMS,time_train,time_pred,Settings,None,None,None,None,None,None,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.63954296860547,2.70930216879436,8.57849597930908,1.79810380935668,threshold=0.14,steps_=35,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,2.41596508061678,2.42913216620436,3.53422999382019,1.78307986259460,threshold=0.14,steps_=36,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,1.01795122976164,1.03144246923257,3.40614104270935,1.54414200782775,threshold=0.14,steps_=36,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.76506931974467,2.79407797664056,5.21830105781555,1.92315602302551,threshold=0.14,steps_=36,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.00946942727419,2.03109204529861,4.74627399444580,1.68913984298706,threshold=0.14,steps_=36,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,2.97302849911623,2.98099533375794,6.61538100242614,2.07012104988098,threshold=0.14,steps_=36,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.07088813655716,2.07990608516642,6.24838900566101,2.00113010406494,threshold=0.14,steps_=36,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,3.07722360342594,3.10804846696193,7.84845304489135,2.00417399406433,threshold=0.14,steps_=36,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.30733235229522,2.31889685475854,7.59743809700012,1.83910799026489,threshold=0.14,steps_=36,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,3.15741822513651,3.20023693909948,9.45157408714294,1.96412587165832,threshold=0.14,steps_=36,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.64053703635915,2.70902537303159,8.64749908447265,1.78714299201965,threshold=0.14,steps_=36,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,2.45532967632729,2.46749555927325,3.60323405265808,1.69807195663452,threshold=0.14,steps_=37,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,1.01795122976164,1.03144246923257,3.34115219116210,1.43912291526794,threshold=0.14,steps_=37,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.73295289179866,2.78297377033706,4.97026991844177,1.82412314414978,threshold=0.14,steps_=37,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.01383658179829,2.03084418727794,4.63922500610351,1.56212902069091,threshold=0.14,steps_=37,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,2.99473141615592,3.00562221881466,6.45237207412719,1.89611101150512,threshold=0.14,steps_=37,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.07154999291961,2.08213231545655,6.20635604858398,1.66813898086547,threshold=0.14,steps_=37,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,3.10200331183497,3.12932091518702,8.03146290779113,1.99811720848083,threshold=0.14,steps_=37,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.30733235229522,2.31889685475854,7.42739009857177,1.68409585952758,threshold=0.14,steps_=37,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,3.17731427789761,3.22170828250083,9.67546486854553,2.04315900802612,threshold=0.14,steps_=37,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.64053703635915,2.70902537303159,9.73256301879882,1.91315293312072,threshold=0.14,steps_=37,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,2.45765095866443,2.46988270039932,3.91622495651245,1.79614400863647,threshold=0.14,steps_=38,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,1.21435710865754,1.25551036528841,3.50520300865173,1.54013204574584,threshold=0.14,steps_=38,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.75920259586478,2.79372531852122,5.18830108642578,1.84314799308776,threshold=0.14,steps_=38,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.01383658179829,2.03084418727794,4.92228412628173,1.56013202667236,threshold=0.14,steps_=38,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,2.99582083061105,3.00329609596183,6.52734994888305,1.88115096092224,threshold=0.14,steps_=38,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.07068026787172,2.08245173190842,6.17638111114501,1.63806891441345,threshold=0.14,steps_=38,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,3.13151375058514,3.14111449066731,8.04840707778930,1.94715309143066,threshold=0.14,steps_=38,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.41152757689937,2.42894877619641,7.65246796607971,1.69407105445861,threshold=0.14,steps_=38,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,3.20529435939809,3.24014787117787,9.53749179840087,2.04516315460205,threshold=0.14,steps_=38,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.64053703635915,2.70902537303159,9.15348792076110,1.80210494995117,threshold=0.14,steps_=38,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,2.45765095866443,2.46988270039932,3.82025885581970,1.70410013198852,threshold=0.14,steps_=39,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,1.21435710865754,1.25551036528841,3.48616003990173,1.46412801742553,threshold=0.14,steps_=39,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.75920259586478,2.79372531852122,5.22730088233947,1.82110500335693,threshold=0.14,steps_=39,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.01383658179829,2.03084418727794,4.85628104209899,1.62313485145568,threshold=0.14,steps_=39,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,3.00590058879069,3.00532179617720,6.77336502075195,1.89814996719360,threshold=0.14,steps_=39,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.07068026787172,2.08245173190842,6.58338022232055,1.76111698150634,threshold=0.14,steps_=39,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,3.14056030099938,3.14661931010723,8.86151099205017,2.08716511726379,threshold=0.14,steps_=39,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.41152757689937,2.42894877619641,8.12446713447570,1.76710200309753,threshold=0.14,steps_=39,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,3.19310269204370,3.25406948626816,9.90652990341186,2.04615998268127,threshold=0.14,steps_=39,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.64053703635915,2.70902537303159,9.36047482490539,1.78710198402404,threshold=0.14,steps_=39,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,2.46431102448499,2.47540702556689,3.87322497367858,1.74809908866882,threshold=0.14,steps_=40,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,1.21435710865754,1.25551036528841,3.57320594787597,1.49408602714538,threshold=0.14,steps_=40,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.78215626023698,2.81983001377179,5.33129191398620,1.83205914497375,threshold=0.14,steps_=40,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.01383658179829,2.03084418727794,5.07729291915893,1.58313107490539,threshold=0.14,steps_=40,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,3.04843085452023,3.02205808091766,7.19741487503051,1.98211503028869,threshold=0.14,steps_=40,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.06988450771586,2.08331129352429,6.49737405776977,1.64313602447509,threshold=0.14,steps_=40,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,3.14061390032720,3.15269618311413,8.44548702239990,1.99215698242187,threshold=0.14,steps_=40,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.42569819205892,2.43703808955952,8.06746697425842,1.71913909912109,threshold=0.14,steps_=40,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,3.20720656549569,3.26719390608683,10.0206091403961,2.00612592697143,threshold=0.14,steps_=40,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.63486889644179,2.70988426615045,9.75456213951110,1.79415202140808,threshold=0.14,steps_=40,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,2.46431102448499,2.47540702556689,3.97022914886474,1.70312285423278,threshold=0.14,steps_=41,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,1.21435710865754,1.25551036528841,3.69917082786560,1.4791259765625,threshold=0.14,steps_=41,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.79487731811451,2.83213879247679,5.48127412796020,1.84410786628723,threshold=0.14,steps_=41,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.01383658179829,2.03084418727794,5.08525013923645,1.57208991050720,threshold=0.14,steps_=41,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,3.06191549644339,3.04144346323109,7.04840683937072,1.95111203193664,threshold=0.14,steps_=41,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.07592172604000,2.08834292425722,6.60638093948364,1.66313815116882,threshold=0.14,steps_=41,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,3.14276453354363,3.16041120769957,8.60248184204101,1.95912718772888,threshold=0.14,steps_=41,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.42569819205892,2.43703808955952,8.67350006103515,1.81714582443237,threshold=0.14,steps_=41,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,3.24051103593969,3.29752991679478,10.8396248817443,2.02011609077453,threshold=0.14,steps_=41,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.63486889644179,2.70988426615045,9.85556697845459,1.85914993286132,threshold=0.14,steps_=41,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,2.46431102448499,2.47540702556689,4.10523700714111,1.76213002204895,threshold=0.14,steps_=42,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,1.21520977078176,1.25594912227242,3.75521516799926,1.50512099266052,threshold=0.14,steps_=42,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.79487731811451,2.83213879247679,5.72933101654052,1.90215587615966,threshold=0.14,steps_=42,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.01383658179829,2.03084418727794,5.28830313682556,1.63513684272766,threshold=0.14,steps_=42,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,3.06196563908180,3.05964990818350,7.30841708183288,2.00807905197143,threshold=0.14,steps_=42,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.07592172604000,2.08834292425722,6.83436918258667,1.72214198112487,threshold=0.14,steps_=42,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,3.15312070935922,3.17664604939479,9.10752511024475,2.04215788841247,threshold=0.14,steps_=42,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.42569819205892,2.43703808955952,8.43448781967163,1.78816413879394,threshold=0.14,steps_=42,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,3.24040904129488,3.31005019614742,10.5625669956207,2.00413107872009,threshold=0.14,steps_=42,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.63486889644179,2.70988426615045,10.1145119667053,1.80812001228332,threshold=0.14,steps_=42,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,2.46431102448499,2.47540702556689,4.18724107742309,1.70513701438903,threshold=0.14,steps_=43,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,1.25345923185989,1.29027324385446,3.83519005775451,1.47708702087402,threshold=0.14,steps_=43,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.81507356437995,2.86985337329908,5.80238223075866,1.99710893630981,threshold=0.14,steps_=43,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.01383658179829,2.03084418727794,5.53528189659118,1.63215303421020,threshold=0.14,steps_=43,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,3.04991541698391,3.05112059689295,7.52946305274963,2.03612995147705,threshold=0.14,steps_=43,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.07592172604000,2.08834292425722,7.12838101387023,1.71215486526489,threshold=0.14,steps_=43,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,3.15823776980774,3.20581514391777,9.16052699089050,1.97407412528991,threshold=0.14,steps_=43,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.42569819205892,2.43703808955952,8.51949214935302,1.71613979339599,threshold=0.14,steps_=43,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,3.24931774775322,3.30511465673050,10.7816088199615,2.01012802124023,threshold=0.14,steps_=43,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.64185607535367,2.72293262732016,10.3695991039276,1.84710502624511,threshold=0.14,steps_=43,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,2.52290747503154,2.50375896463473,4.23521804809570,1.71908402442932,threshold=0.14,steps_=44,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,1.25400461422546,1.29112347643077,3.87922310829162,1.48412799835205,threshold=0.14,steps_=44,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.82821638230061,2.86813065572566,5.86829805374145,1.86315011978149,threshold=0.14,steps_=44,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.01383658179829,2.03084418727794,5.50831794738769,1.61009287834167,threshold=0.14,steps_=44,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,3.05614593735247,3.06293195574814,7.56443500518798,1.94111204147338,threshold=0.14,steps_=44,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.07592172604000,2.08834292425722,7.06440687179565,1.66409993171691,threshold=0.14,steps_=44,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,3.17061902744332,3.21076222374810,9.26256203651428,1.99412989616394,threshold=0.14,steps_=44,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.42569819205892,2.43703808955952,9.02156400680542,1.75605797767639,threshold=0.14,steps_=44,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,3.25636382310871,3.32154576118563,11.1946439743042,2.15418100357055,threshold=0.14,steps_=44,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
